,loss,val_loss
0,0.029037362646913336,0.06028256495043917
1,0.005448152180283096,0.031734490183726795
2,0.004419598801881953,0.016725938897228464
3,0.004080307310357765,0.012090439194778226
4,0.0036320591960172844,0.010058586053409667
5,0.0032524974507561403,0.008279729957850474
6,0.002949704412276103,0.0073354732315495325
7,0.0028066090783194415,0.004159867738918313
8,0.0026375609032768988,0.006154320452292011
9,0.0025363145875096083,0.004657218078116201
10,0.0023891321627511715,0.0034532079868510646
11,0.0022628541595428294,0.006744441537643379
12,0.002222940363546267,0.002547239338241096
13,0.0020693909416236154,0.002853749270709056
14,0.00198205975603295,0.0023178897209395217
15,0.0019413859804415959,0.002541141325766045
16,0.0018472075016172365,0.0025092721090845343
17,0.0018003537525494572,0.0022301403234519486
18,0.0017679900055940054,0.0021928540220097553
19,0.0017469584364733955,0.002361082567675215
20,0.001724899360548813,0.0027739690564010503
21,0.001683865147497823,0.0021710040539784253
22,0.001668007138996633,0.002121025303659855
23,0.0016013571588368754,0.002136106466663615
24,0.0016053108303334767,0.002564538033011387
25,0.00157409658863965,0.002122474654208658
26,0.0015821288146633384,0.0025444699627048565
27,0.0015406378625774952,0.0022533067559190796
28,0.001522672182492846,0.0019697829703185354
29,0.0014846372983481485,0.001953999347158901
30,0.0014673175145650567,0.001965643532293023
31,0.0014525409097335433,0.001958242790632934
32,0.0014195655758888765,0.001902688424682842
33,0.001446950364075084,0.0019056415005218026
34,0.0014220342355661586,0.0019268064733313501
35,0.0013735262338357296,0.0019327394084407473
36,0.0013751289552586215,0.0018502723289442794
37,0.0013402492704389474,0.0018170297708151476
38,0.0013334623180532754,0.002055304632785748
39,0.0013220641598635152,0.0022040015675197796
40,0.0013307461550429488,0.0022476234332711067
41,0.00131233669039713,0.0019015084670962027
42,0.0013052946695925485,0.0018726281514215581
43,0.0012743033850342222,0.0019300156615604208
44,0.0012662190211573236,0.0017647902485650947
45,0.0012615676960963905,0.001697754858606407
46,0.0012207641149234367,0.0017274346079607056
47,0.0012222662339179762,0.0017111904580884103
48,0.0011957472979357928,0.0018978100195351357
49,0.0011955156583820113,0.0017928574098063246
50,0.0011894142580483867,0.0016392800517661392
51,0.0011571322513006072,0.0017080189994061893
52,0.001166560681247641,0.0016406284605662497
53,0.001149340580912212,0.0017094194383870038
54,0.0011573526728153856,0.0017375489608999694
55,0.0011222250577411859,0.0017279491535792091
56,0.0011269326822704497,0.0015762820949707672
57,0.0010762816660582618,0.0016096487219603556
58,0.0011044197877830614,0.0019019355417563106
59,0.0010950033695757903,0.0016215900749952164
60,0.001087643978564828,0.0016937218334104093
61,0.0010639640260593582,0.0015654589313099968
62,0.001046434545076108,0.001552023589259611
63,0.0010357957731401113,0.00152635590726826
64,0.001030055015180597,0.001711804577905052
65,0.0010381043262914494,0.0017201535737598843
66,0.0010061732015925506,0.0015526264514949806
67,0.0010050087438921375,0.0015953355802679962
68,0.0010445028757790106,0.0017362243930791627
69,0.001006535846682412,0.0014950923604082386
70,0.0009914187847769463,0.0015459813713535385
71,0.0010039246961939493,0.0015182096475981316
72,0.000972936880219607,0.0017489460881202007
73,0.0009614188850672777,0.0014635597597280482
74,0.0009799683467533202,0.001467136399961024
