,loss,val_loss
0,0.0356427165901004,0.044857725824387566
1,0.009683997478832905,0.03045935535205985
2,0.0050060813776368245,0.014558420302170628
3,0.004170411086939416,0.00755043856729314
4,0.0036714403246728045,0.005128889017791119
5,0.003219047852203745,0.0042651359167582585
6,0.00296797087135128,0.003945921906182226
7,0.0028103394176243646,0.0048688809967265935
8,0.0026723302866116347,0.0031984768087430946
9,0.002552495278174361,0.003249969302659046
10,0.002457944706351123,0.0029583638024358256
11,0.0023496490743537823,0.004193822297988073
12,0.0022501875580784887,0.0038422491752876427
13,0.002135769816211099,0.003704725395677225
14,0.0020419129997285746,0.0025590168136470724
15,0.0019644741650195114,0.002582689160305374
16,0.0019137825909727728,0.0028213390026171252
17,0.0018471729935593136,0.0022380238117755582
18,0.001786888383491906,0.002213413321044085
19,0.0017184276122707196,0.002193024208031173
20,0.0016956038422001778,0.002118773401257986
21,0.0016589151528069563,0.0023317302902281845
22,0.0016250038879179482,0.00234886017048134
23,0.001586946402255212,0.0021795738971669156
24,0.0015399812625801026,0.0020346546633485353
25,0.0015120763341642737,0.002171066268962228
26,0.001488331704107409,0.002002831559874258
27,0.0014661493490097067,0.0019829261266046537
28,0.0014694822598252638,0.0021191409736309413
29,0.0014216203982465763,0.002045137199731368
30,0.0014258481235567403,0.0019107182009391627
31,0.0013920792999889326,0.0019367557423154139
32,0.0013859551390151066,0.001908772932980561
33,0.0013667014251660193,0.0018464666290454706
34,0.0013316861444125857,0.0017969690654251092
35,0.0013075141203568188,0.0019006095932058568
36,0.0012940872355991545,0.0018357302132501916
37,0.0013060881823342848,0.0019129069179366783
38,0.0012662691380268337,0.0017916754573443026
39,0.001252881328559249,0.0017832905954663764
40,0.0012503432321135342,0.0018237340307952661
41,0.0012220337235266526,0.0016933144830202438
42,0.0012001306836077607,0.0017813065062927188
43,0.001197670193034082,0.0017073403253167305
44,0.0012044085775547867,0.0017123899097501668
45,0.0011999211195726253,0.0017227360675603433
46,0.0011836313619053083,0.0017254548968817546
47,0.0011668295380990478,0.0016980796090309632
48,0.001126031481437965,0.0016741056777185427
49,0.0011273529837993285,0.001629623487802609
50,0.0011149239845375648,0.0015859974952379488
51,0.0011188008514541284,0.0016881261117545501
52,0.001132076746518898,0.0016428639101883713
53,0.0011115462835023997,0.0017647712241049926
54,0.0010691991882111924,0.0016153987273046712
55,0.001055861270373713,0.001551027692643539
56,0.0010475940634022424,0.0015937145755468111
57,0.0010250389957381276,0.0015728994777847855
58,0.0010430060493717495,0.00157878405880183
59,0.001029922772076672,0.0015522141295116183
60,0.0009961874625062962,0.001512990730709203
61,0.0009896114764045133,0.0015919085833648184
62,0.0009708440660130347,0.0015491075515044186
63,0.0009722979763796224,0.0016354920232738808
64,0.0009715738687190185,0.0015586450739921826
65,0.0009741273951659126,0.0017517533917682914
66,0.0009608518285813969,0.0015550870641644272
67,0.0009540009786563717,0.001500772199821922
68,0.0009381886746782965,0.001523974029136435
69,0.0009466370117200596,0.0014612367965351298
70,0.0009241193001263148,0.0014569019600046132
71,0.0009079612420057289,0.0014566715169733145
72,0.0009118216347584456,0.0014497259653718122
73,0.000890411809312088,0.0014476734380466196
74,0.000892877341447916,0.001437150527072965
