,loss,rmse_reconstruction_loss,_calculate_kl_loss,val_loss,val_rmse_reconstruction_loss,val__calculate_kl_loss
0,6559.50403011773,0.06057114526629448,502.3896789550781,4840.340184625589,0.04805876687169075,34.46376419067383
1,5216.386565918174,0.04955320432782173,261.0658874511719,4139.971488060141,0.040785398334264755,61.4319953918457
2,4418.95887683809,0.04222821071743965,196.13824462890625,3275.3204267393867,0.03193186596035957,82.1337661743164
3,3681.2787245773297,0.03460938483476639,220.3406982421875,2739.3425357458727,0.026434022933244705,95.94024658203125
4,2959.6665136636584,0.02808520756661892,151.1458282470703,2291.750892725531,0.021786615252494812,113.0892105102539
5,2612.0771934242875,0.02444789744913578,167.28701782226562,2057.975236309699,0.0191128421574831,146.6908721923828
6,2150.3308839842107,0.01979798451066017,170.53213500976562,1605.5441116045106,0.014978057704865932,107.73831176757812
7,1860.0157647877118,0.017243554815649986,135.66029357910156,1582.8830925707548,0.014094969257712364,173.38629150390625
8,1811.1411664334476,0.015525938011705875,258.5475158691406,1431.3377197265625,0.011952271685004234,236.11053466796875
9,1510.2207883739352,0.013427702710032463,167.45042419433594,1242.3945114423643,0.01085248589515686,157.1458740234375
10,1298.2997082945776,0.011840573512017727,114.2423324584961,1141.9350129901238,0.010227755643427372,119.15937805175781
11,1286.4589417505324,0.011165684089064598,169.89076232910156,967.7492565227004,0.00861408095806837,106.3410873413086
12,1120.5029496131547,0.009609215892851353,159.5813751220703,1056.6682412201503,0.008487792685627937,207.88894653320312
13,983.0198845708877,0.008529797196388245,130.0403289794922,890.8809197191922,0.007320108357816935,158.8701171875
14,807.2287243308267,0.007044085767120123,102.82012176513672,764.1468738483933,0.006711037829518318,93.04309844970703
15,735.2100425145683,0.006360412109643221,99.16880798339844,645.1099125700177,0.005556291434913874,89.48075103759766
16,1020.1871324024835,0.007251524366438389,295.03472900390625,657.5031360554245,0.005376938730478287,119.8092269897461
17,710.4685259904488,0.005829626228660345,127.50594329833984,581.6597439747936,0.0047629051841795444,105.36925506591797
18,639.1911026405395,0.0053508104756474495,104.1100845336914,575.8224463120946,0.004835103638470173,92.31209564208984
19,624.0889211100192,0.005186144262552261,105.47447967529297,667.2863665886645,0.005028011277318001,164.48519897460938
20,594.7556536477506,0.00502232788130641,92.52301025390625,687.3669859688237,0.005344483535736799,152.9186248779297
21,639.6049962860222,0.004958363715559244,143.7686309814453,1010.400488972214,0.006164299324154854,393.9705505371094
22,626.7441393411304,0.004867685493081808,139.9755859375,565.1140215028007,0.004519799258559942,113.13410949707031
23,798.6027840504788,0.0056431530974805355,234.2874755859375,572.4749861807194,0.00443094689399004,129.3803253173828
24,562.5554995217843,0.004756847396492958,86.87079620361328,546.9756876243736,0.004589608870446682,88.01481628417969
25,716.0181327823034,0.005046420730650425,211.37603759765625,551.6434061302328,0.004496386274695396,102.00474548339844
26,554.0521418435462,0.004655009601265192,88.55126190185547,566.8012336011203,0.004728068131953478,93.9943618774414
27,1024.9530548493703,0.006316033657640219,393.34979248046875,611.168574725457,0.0045100669376552105,160.1618194580078
28,591.6034976251495,0.004708301741629839,120.77324676513672,500.66920119951357,0.004149694927036762,85.69978332519531
29,522.3407409436873,0.004436072893440723,78.7333984375,472.2426145157724,0.004007915500551462,71.45106506347656
30,499.8431383388906,0.004289747681468725,70.868408203125,469.8328852815448,0.004041600506752729,65.67281341552734
31,480.4608737430404,0.004187795799225569,61.68136215209961,453.07109444096403,0.003981002140790224,54.97088623046875
32,491.4717122464306,0.00424597691744566,66.87388610839844,463.42267836084903,0.004034198354929686,60.00281524658203
33,470.1790058166478,0.004136028233915567,56.5761604309082,452.0537560804835,0.0039766160771250725,54.392147064208984
34,475.19921910948347,0.004155206959694624,59.67852020263672,517.0056341207253,0.004289573989808559,88.0482177734375
35,493.91216152577925,0.004167443607002497,77.16775512695312,600.693665011424,0.004476857837289572,153.00794982910156
36,479.8054432369452,0.00410110130906105,69.69535827636719,449.1578931124705,0.003997942432761192,49.363643646240234
37,459.30324124668044,0.0040713148191571236,52.171852111816406,447.57726831975975,0.004017684143036604,45.80884552001953
38,525.8416316153174,0.004282442852854729,97.59732055664062,463.24747982385026,0.004013444762676954,61.903045654296875
39,463.21877536926144,0.004021527245640755,61.06623458862305,461.15039960753245,0.003996249288320541,61.52544403076172
40,518.317902753972,0.004249125719070435,93.40521240234375,451.9225288822966,0.0038603984285146,65.8826904296875
41,455.0186918817953,0.004022883716970682,52.73027038574219,438.37481735517395,0.00385443982668221,52.93085479736328
42,441.8136420532791,0.003943804185837507,47.43321228027344,433.8086637676887,0.00385490944609046,48.317710876464844
43,456.12325107444474,0.003998656291514635,56.257652282714844,427.2412208413178,0.003789711045101285,48.27009963989258
44,439.0991431249507,0.003931261133402586,45.972984313964844,419.5792580658535,0.0037493593990802765,44.64335632324219
45,433.78200268133577,0.0038941153325140476,44.37040710449219,428.8362143462559,0.00385863333940506,42.97286605834961
46,440.1188768925264,0.003889556974172592,51.16322708129883,434.8563822044517,0.0038132492918521166,53.531429290771484
47,438.0441669083765,0.003893195418640971,48.724510192871094,431.3312578309257,0.003798029152676463,51.528350830078125
48,436.461252368996,0.0038690518122166395,49.55602264404297,435.8705486945386,0.0038520493544638157,50.66563034057617
49,432.21690944467815,0.003856132971122861,46.60360336303711,423.3589075628317,0.00379553297534585,43.805580139160156
50,426.7443638899069,0.0038332247640937567,43.42189025878906,480.9394655623526,0.003859166754409671,95.0228042602539
51,448.621770978325,0.003847359213978052,63.885887145996094,428.2535548947892,0.003782625077292323,49.99105453491211
52,421.9582296651504,0.0037951678968966007,42.4414176940918,418.2289495504127,0.0037684186827391386,41.38710021972656
53,423.97228528874535,0.003774116048589349,46.5606689453125,420.0683651330336,0.0037707306910306215,42.99532699584961
54,440.7316490882678,0.0038447987753897905,56.25184631347656,426.19802338222286,0.0037465563509613276,51.54242706298828
55,413.14986557372737,0.0037015723064541817,42.9926643371582,413.8159916715802,0.003746586386114359,39.157325744628906
